,_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,copy_the_company_name_from_the_text,enter_date_here_mmddyyyy,enter_time_here_hhmm_pmam,please_select_the_event_type,select_fiscal_year,select_the_fiscal_period_check_as_many_as_it_applies,select_timezone,copy_the_company_name_from_the_text_gold,enter_date_here_mmddyyyy_gold,enter_time_here_hhmm_pmam_gold,event_text,id,please_select_the_event_type_gold,select_fiscal_year_gold,select_the_fiscal_period_check_as_many_as_it_applies_gold,select_timezone_gold,url,url_id
553,3085620863,8/6/2021 13:44,6145436074,8/6/2021 13:39,False,cf_internal,0.9505,46414490,IN,West Bengal,Kolkata,14.99.28.194,NONE,10/5/2021,,Conference,None,Annual/Yearly,None,,,,"24th Annual Therapeutics Conference BOSTON / VIRTUAL|OCT 05–06, 2021",179,,,,,https://www.cowen.com/capabilities/conferences-events/,43
554,3085620863,8/6/2021 13:44,6145436231,8/6/2021 13:39,False,cf_internal,0.9427,45727626,IN,West Bengal,Kolkata,14.99.28.194,NONE,10/6/2021,,Conference,None,Annual/Yearly,None,,,,"24th Annual Therapeutics Conference BOSTON / VIRTUAL|OCT 05–06, 2021",179,,,,,https://www.cowen.com/capabilities/conferences-events/,43
555,3085620863,8/6/2021 13:46,6145437121,8/6/2021 13:40,False,cf_internal,0.9321,46417938,IN,West Bengal,Kolkata,115.187.48.100,NONE,5/6/2021,,Conference,None,Annual/Yearly,None,,,,"24th Annual Therapeutics Conference BOSTON / VIRTUAL|OCT 05–06, 2021",179,,,,,https://www.cowen.com/capabilities/conferences-events/,43
559,3085620865,8/5/2021 7:08,6143971520,8/5/2021 6:54,False,cf_internal,0.9317,46414518,IN,West Bengal,Kolkata,223.223.151.189,NONE,8/10/2021,,Conference,None,Annual/Yearly,None,,,,"14th Annual Global Transportation & Sustainable Mobility Conference BOSTON / VIRTUAL|SEP 08–10, 2021",181,,,,,https://www.cowen.com/capabilities/conferences-events/,43
560,3085620865,8/5/2021 7:11,6143973240,8/5/2021 6:57,False,cf_internal,0.9321,46417938,IN,West Bengal,Kolkata,103.217.234.204,NONE,9/10/2021,,None/Other,None,None/Other,None,,,,"14th Annual Global Transportation & Sustainable Mobility Conference BOSTON / VIRTUAL|SEP 08–10, 2021",181,,,,,https://www.cowen.com/capabilities/conferences-events/,43
561,3085620865,8/5/2021 7:11,6143973377,8/5/2021 6:58,False,cf_internal,0.9572,46414510,IN,West Bengal,Kolkata,202.142.65.247,TRANSPORTATION & SUSTAINABLE MOBILITY,9/8/2021,,Conference,None,Annual/Yearly,None,,,,"14th Annual Global Transportation & Sustainable Mobility Conference BOSTON / VIRTUAL|SEP 08–10, 2021",181,,,,,https://www.cowen.com/capabilities/conferences-events/,43
667,3085620902,8/6/2021 14:56,6145480300,8/6/2021 14:42,False,cf_internal,0.9584,46414480,IN,West Bengal,Kolkata,103.75.162.215,FESPA,5/26/2021,,None/Other,2021,None/Other,None,,,,Fespa Virtual Series 2021 May 26-27,217,,,,,https://ir.efi.com/events-presentations,52
668,3085620902,8/6/2021 14:59,6145481868,8/6/2021 14:46,False,cf_internal,0.9498,46417938,IN,West Bengal,Kolkata,115.187.48.100,FESPA,6/26/2021,,None/Other,None,None/Other,None,,,,Fespa Virtual Series 2021 May 26-27,217,,,,,https://ir.efi.com/events-presentations,52
669,3085620902,8/6/2021 15:08,6145487162,8/6/2021 14:48,False,cf_internal,0.9441,46414518,IN,West Bengal,Kolkata,223.223.151.189,FESPA,,,None/Other,2021,None/Other,None,,,,Fespa Virtual Series 2021 May 26-27,217,,,,,https://ir.efi.com/events-presentations,52
670,3085620903,8/5/2021 10:24,6144075599,8/5/2021 10:12,False,cf_internal,0.9498,46417938,IN,West Bengal,Kolkata,103.217.234.31,CONNEXION,,,None/Other,2021,None/Other,None,,,,"ConneXion June 1-8, 2021",218,,,,,https://ir.efi.com/events-presentations,52
671,3085620903,8/5/2021 10:28,6144078086,8/5/2021 10:14,False,cf_internal,0.9640000000000001,46414510,IN,West Bengal,Kolkata,202.142.65.247,CONNEXION,6/1/2021,,None/Other,None,None/Other,None,,,,"ConneXion June 1-8, 2021",218,,,,,https://ir.efi.com/events-presentations,52
672,3085620903,8/5/2021 10:32,6144079931,8/5/2021 10:12,False,cf_internal,0.9441,46414518,IN,West Bengal,Kolkata,223.223.151.189,CONNEXION,6/8/2021,,None/Other,None,None/Other,None,,,,"ConneXion June 1-8, 2021",218,,,,,https://ir.efi.com/events-presentations,52
3073,3085621711,8/5/2021 9:25,6144046096,8/5/2021 9:20,False,cf_internal,0.9470000000000001,46414484,IN,West Bengal,Kolkata,14.99.28.194,NONE,9/23/2021,,None/Other,2021,None/Other,None,,,,"Generis American Automotive Summit 2021 [Virtual Event] September 21-23, 2021",1019,,,,,https://www.e2open.com/events/,256
3074,3085621711,8/5/2021 9:33,6144050082,8/5/2021 9:16,False,cf_internal,0.9441,46414518,IN,West Bengal,Kolkata,223.223.151.189,GENERIS,10/23/2021,,None/Other,2021,None/Other,None,,,,"Generis American Automotive Summit 2021 [Virtual Event] September 21-23, 2021",1019,,,,,https://www.e2open.com/events/,256
3075,3085621711,8/5/2021 9:33,6144050099,8/5/2021 9:19,False,cf_internal,0.9498,46417938,IN,West Bengal,Kolkata,103.217.234.31,GENERIS,9/21/2021,,Conference,2021,None/Other,None,,,,"Generis American Automotive Summit 2021 [Virtual Event] September 21-23, 2021",1019,,,,,https://www.e2open.com/events/,256
